timeframe,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
85.0,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,C:min,C:min,B:maj,Eb:maj,Eb:7,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj
85.1,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,C:min,C:min,B:maj,D:min,Eb:7,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj
85.2,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,C:min,C:min,B:maj,D:min,Eb:7,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj
85.3,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,C:min,C:min,B:maj,D:min,Eb:7,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj
85.4,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,C:min,C:min,B:maj,D:min,Eb:7,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj
85.5,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,C:min,C:min,C:maj,D:min,Eb:7,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj
85.6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,C:min,C:min,B:maj,D:min,Eb:7,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj
85.7,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,D:maj,Eb:maj,Eb:maj,D:min,D:min,Eb:maj,D:min,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Eb:maj,Eb:maj
85.8,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,D:min,Eb:maj,D:min,D:min,D:min,D:min,D:min,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Eb:maj
85.9,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,D:min,D:min,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,D:min
86.0,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,D:min,D:min,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,D:min
86.1,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,D:min,D:min,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,D:min
86.2,Bb:maj,D:min,D:min,Bb:maj,G:min,D:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,D:min,Bb:maj,D:min,D:min,D:min,D:min,D:min,Bb:maj,C:min,Bb:maj,Bb:maj,Bb:maj,D:min
86.3,Bb:maj,D:min,D:min,Bb:maj,G:min,C:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,C:min,Bb:maj,D:min,D:min,D:min,D:min,D:min,Bb:maj,C:min,Bb:maj,Bb:maj,Bb:maj,D:min
86.4,Bb:maj,D:min,D:min,Bb:maj,G:min,C:min,D:min,Bb:maj7,G:min,Eb:maj,C:min,C:min,B:maj,D:min,D:min6,Bb:maj,D:min,D:min,D:min,D:min,D:min,D:min,Bb:maj,D:min,C:min,Bb:maj,D:min,D:min,D:min,D:min,D:min,Bb:maj,C:min,Bb:maj,Bb:maj,Bb:maj,D:min
86.5,Bb:maj,D:min,C:min,Bb:maj,C:min,C:min,D:min,Bb:maj7,C:min,C:min,C:min,C:min,B:maj,D:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,Bb:maj,D:min,C:min,C:min,D:min,D:min,Bb:maj,C:min,C:min,Bb:maj,Bb:maj,D:min
86.6,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,B:maj,D:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
86.7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
86.8,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
86.9,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.0,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.1,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.2,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.3,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.4,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.5,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.6,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.8,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
87.9,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.0,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.1,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.2,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.3,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.4,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,F:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.5,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,E:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.6,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,E:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,E:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.8,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,E:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
88.9,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,Eb:maj,C:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.0,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:maj,Eb:maj,C:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.1,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,E:maj,Eb:maj,C:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.2,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,E:maj,Eb:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.3,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,E:maj,Eb:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.4,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,E:maj,Eb:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.5,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,Eb:maj,Eb:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.6,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,Eb:maj,Eb:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,Eb:maj,Bb:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.8,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,Eb:maj,Bb:maj,B:maj,C:min,Ab:maj7,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,F:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
89.9,C:min,C:min,F:min,C:min,C:min,C:min,C:min,C:min,F:min,F:min,Eb:maj,Bb:maj,B:maj,C:min,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,C:min,F:min,F:min,F:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min,C:min
90.0,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Eb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,C:min
90.1,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Eb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.2,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Eb:maj,Bb:maj,C:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.3,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,C:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.4,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.5,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.6,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.7,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.8,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
90.9,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
91.0,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,B:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
91.1,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Bb:maj,Bb:maj,C:maj,Eb:maj,F:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
91.2,F:min,F:min,E:maj,F:min,E:maj,F:min,F:min,E:maj7,F:majmin7,F:minmaj7,Bb:maj,Bb:maj,B:maj,Eb:maj,E:7,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,E:maj,E:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
91.3,Eb:maj,F:min,E:maj,F:min,E:maj,E:min,F:min,E:maj7,F:majmin7,F:minmaj7,Bb:maj,Bb:maj,C:maj,Eb:maj,E:7,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,E:maj,E:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
91.4,Eb:maj,F:min,E:maj,F:min,E:maj,E:min,F:min,E:maj7,F:majmin7,F:minmaj7,Bb:maj,Bb:maj,C:maj,Eb:maj,E:7,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,E:maj,E:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
91.5,Eb:maj,F:min,E:maj,F:min,E:maj,E:min,F:min,E:maj7,F:majmin7,F:minmaj7,Bb:maj,Bb:maj,C:maj,Eb:maj,E:7,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min,Eb:maj,F:min,F:min,E:maj,E:maj,F:min,F:min,F:min,F:min,F:min,F:min,F:min,F:min
91.6,Eb:maj,F:min,Eb:maj6,F:min,E:maj,E:min,F:min,E:maj7,Eb:maj,Eb:maj,Bb:maj,Bb:maj,C:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,Eb:maj,Eb:maj6,Eb:maj,F:min,F:min,F:min,Eb:maj,F:min,F:min,F:min,F:min
91.7,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,C:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,F:min,F:min
91.8,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,C:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj
91.9,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,B:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj
92.0,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,B:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj
92.1,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,B:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj
92.2,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,B:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj
92.3,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,B:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj
92.4,Eb:maj,Eb:maj,Eb:maj6,F:min,Eb:maj,Eb:min,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Bb:maj,Bb:maj,B:maj,Eb:maj,Eb:maj6,Ab:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj6,Eb:maj,Eb:maj,Eb:maj,Eb:maj,Eb:maj,F:min,F:min,Eb:maj,Eb:maj
